match_id,sport,format,team_a_rating,team_b_rating,nb_sets,score_w,score_l,upset,match_quality_score,source
SM15759,table_tennis,doubles,1449.7,1143.3,4,38,39,0,0.7505,synthetic
SM15760,table_tennis,doubles,1715.6,1448.7,4,37,30,0,0.7403,synthetic
SM15761,table_tennis,doubles,1302.2,1255.9,4,43,29,1,0.9014,synthetic
SM15762,table_tennis,doubles,1441.0,1423.4,5,49,40,1,0.9978,synthetic
SM15763,table_tennis,doubles,1448.6,1383.6,3,32,21,1,0.8436,synthetic
SM15764,table_tennis,doubles,1641.9,1323.7,5,49,43,1,0.8118,synthetic
SM15765,table_tennis,doubles,1397.1,1273.9,5,42,46,1,0.9497,synthetic
SM15766,table_tennis,doubles,1335.3,1293.4,4,36,32,0,0.9085,synthetic
SM15767,table_tennis,doubles,1203.3,987.5,4,44,36,0,0.7761,synthetic
SM15768,table_tennis,doubles,1672.5,1373.5,3,32,16,0,0.5873,synthetic
SM15769,table_tennis,doubles,1760.7,1641.7,5,36,44,1,0.9307,synthetic
SM15770,table_tennis,doubles,1335.0,1326.9,3,32,26,0,0.8732,synthetic
SM15771,table_tennis,doubles,1496.9,1293.8,3,33,12,0,0.5979,synthetic
SM15772,table_tennis,doubles,1621.6,1466.1,5,45,44,1,0.9418,synthetic
SM15773,table_tennis,doubles,1672.9,1630.9,3,34,14,1,0.7753,synthetic
SM15774,table_tennis,doubles,1660.9,1138.3,3,30,15,0,0.4383,synthetic
SM15775,table_tennis,doubles,1260.0,1230.1,4,39,30,1,0.9379,synthetic
SM15776,table_tennis,doubles,1281.1,1298.6,3,32,20,0,0.816,synthetic
SM15777,table_tennis,doubles,1313.7,1127.1,5,40,37,0,0.86,synthetic
SM15778,table_tennis,doubles,1443.2,1265.7,3,29,20,0,0.7282,synthetic
SM15779,table_tennis,doubles,1200.2,1170.4,5,43,47,1,1.0,synthetic
SM15780,table_tennis,doubles,1230.4,1252.5,4,40,34,1,0.9628,synthetic
SM15781,table_tennis,doubles,1384.9,1330.2,5,40,46,0,0.9356,synthetic
SM15782,table_tennis,doubles,1451.0,1405.1,5,51,42,0,0.9307,synthetic
SM15783,table_tennis,doubles,1238.3,1274.0,3,33,23,0,0.8248,synthetic
SM15784,table_tennis,doubles,1266.9,1180.8,3,33,25,0,0.8074,synthetic
SM15785,table_tennis,doubles,1414.0,1319.1,4,42,35,0,0.8604,synthetic
SM15786,table_tennis,doubles,1607.1,1469.6,3,30,20,0,0.7483,synthetic
SM15787,table_tennis,doubles,1485.1,1232.6,5,47,47,0,0.8317,synthetic
SM15788,table_tennis,doubles,1557.8,1541.5,4,35,35,0,0.9491,synthetic
SM15789,table_tennis,doubles,1442.6,1116.4,3,31,16,0,0.5749,synthetic
SM15790,table_tennis,doubles,1575.5,1463.2,5,48,41,0,0.8937,synthetic
SM15791,table_tennis,doubles,1624.9,1359.2,5,44,39,0,0.7988,synthetic
SM15792,table_tennis,doubles,1764.0,1338.4,4,42,26,0,0.5821,synthetic
SM15793,table_tennis,doubles,1545.4,1588.8,4,39,30,1,0.9289,synthetic
SM15794,table_tennis,doubles,1391.3,1329.0,4,42,32,1,0.9144,synthetic
SM15795,table_tennis,doubles,1506.9,1609.9,3,33,21,0,0.7624,synthetic
SM15796,table_tennis,doubles,1436.4,1527.2,4,41,30,1,0.8875,synthetic
SM15797,table_tennis,doubles,1369.9,1316.8,3,33,25,0,0.8294,synthetic
SM15798,table_tennis,doubles,1573.3,1587.9,4,42,30,0,0.8836,synthetic
SM15799,table_tennis,doubles,1284.2,1274.5,4,41,34,0,0.9162,synthetic
SM15800,table_tennis,doubles,1258.3,1103.8,4,36,35,0,0.8514,synthetic
SM15801,table_tennis,doubles,1425.7,1408.7,4,37,28,0,0.8933,synthetic
SM15802,table_tennis,doubles,1209.2,1146.8,3,30,27,0,0.8573,synthetic
SM15803,table_tennis,doubles,1679.0,1380.9,3,33,19,0,0.6136,synthetic
SM15804,table_tennis,doubles,1466.4,1273.2,3,30,20,0,0.7112,synthetic
SM15805,table_tennis,doubles,1651.0,1662.1,4,40,31,1,0.9519,synthetic
SM15806,table_tennis,doubles,1513.5,1362.4,4,40,32,0,0.8148,synthetic
SM15807,table_tennis,doubles,1428.5,1597.9,4,43,39,0,0.8276,synthetic
SM15808,table_tennis,doubles,1579.0,1666.1,5,45,43,1,0.9828,synthetic
SM15809,table_tennis,doubles,1748.1,1522.5,5,34,41,0,0.8123,synthetic
SM15810,table_tennis,doubles,1239.5,1122.2,3,32,25,0,0.7927,synthetic
SM15811,table_tennis,doubles,1375.5,1129.0,4,36,33,0,0.7783,synthetic
SM15812,table_tennis,doubles,1288.9,1367.5,5,49,46,0,0.935,synthetic
SM15813,table_tennis,doubles,1305.2,1312.4,3,34,20,1,0.8615,synthetic
SM15814,table_tennis,doubles,1360.0,1336.1,3,29,22,0,0.8492,synthetic
SM15815,table_tennis,doubles,1390.5,1409.1,3,31,16,0,0.7799,synthetic
SM15816,table_tennis,doubles,1199.7,1153.7,5,50,46,1,1.0,synthetic
SM15817,table_tennis,doubles,1134.1,1111.4,4,37,25,0,0.8674,synthetic
SM15818,table_tennis,doubles,1328.1,1256.8,3,29,18,1,0.8288,synthetic
SM15819,table_tennis,doubles,1592.0,1663.4,4,36,26,0,0.8479,synthetic
SM15820,table_tennis,doubles,1216.3,1180.4,5,49,45,0,0.959,synthetic
SM15821,table_tennis,doubles,1221.4,1020.1,3,29,23,0,0.7396,synthetic
SM15822,table_tennis,doubles,1725.3,1480.4,3,32,18,0,0.6447,synthetic
SM15823,table_tennis,doubles,1610.6,1500.2,3,34,20,1,0.7927,synthetic
SM15824,table_tennis,doubles,1297.9,1477.4,3,30,20,0,0.7203,synthetic
SM15825,table_tennis,doubles,1362.0,1174.4,3,33,23,0,0.7235,synthetic
SM15826,table_tennis,doubles,1295.3,1264.7,3,31,20,1,0.8633,synthetic
SM15827,table_tennis,doubles,1368.8,1360.7,5,41,49,1,1.0,synthetic
SM15828,table_tennis,doubles,1242.8,1158.0,3,30,22,0,0.8019,synthetic
SM15829,table_tennis,doubles,1286.4,1048.4,3,31,22,0,0.6934,synthetic
SM15830,table_tennis,doubles,1572.4,1582.5,5,43,40,1,1.0,synthetic
SM15831,table_tennis,doubles,1509.0,1488.3,5,40,45,1,1.0,synthetic
SM15832,table_tennis,doubles,1653.9,1419.6,3,31,10,0,0.5589,synthetic
SM15833,table_tennis,doubles,1392.5,1385.5,4,40,37,0,0.9397,synthetic
SM15834,table_tennis,doubles,1322.5,1134.6,5,38,46,1,0.8866,synthetic
SM15835,table_tennis,doubles,1584.8,1419.1,5,48,44,0,0.8721,synthetic
SM15836,table_tennis,doubles,1497.7,1754.8,3,32,21,0,0.6656,synthetic
SM15837,table_tennis,doubles,1698.9,1629.5,4,41,27,0,0.8314,synthetic
SM15838,table_tennis,doubles,1519.2,1477.2,3,31,24,1,0.8911,synthetic
SM15839,table_tennis,doubles,1714.7,1624.3,4,42,33,0,0.8517,synthetic
SM15840,table_tennis,doubles,1525.1,1590.1,5,43,36,0,0.9212,synthetic
SM15841,table_tennis,doubles,1282.8,1039.9,3,29,20,0,0.6846,synthetic
SM15842,table_tennis,doubles,1560.6,1357.8,5,47,40,1,0.8826,synthetic
SM15843,table_tennis,doubles,1286.1,1163.8,4,35,31,0,0.8542,synthetic
SM15844,table_tennis,doubles,1630.9,1589.1,3,31,19,0,0.7961,synthetic
SM15845,table_tennis,doubles,1643.6,1452.9,3,33,25,0,0.7377,synthetic
SM15846,table_tennis,doubles,1440.3,1394.5,3,31,18,0,0.7833,synthetic
SM15847,table_tennis,doubles,1706.3,1628.4,5,46,48,0,0.9396,synthetic
SM15848,table_tennis,doubles,1371.8,1415.6,3,31,20,0,0.8045,synthetic
SM15849,table_tennis,doubles,1706.2,1345.8,3,31,17,0,0.5631,synthetic
SM15850,table_tennis,doubles,1482.4,1417.3,5,45,41,0,0.938,synthetic
SM15851,table_tennis,doubles,1262.0,1213.8,4,37,28,1,0.9225,synthetic
SM15852,table_tennis,doubles,1141.5,1067.0,5,32,46,0,0.8785,synthetic
SM15853,table_tennis,doubles,1043.8,1038.1,4,40,37,0,0.9406,synthetic
SM15854,table_tennis,doubles,1241.3,1289.9,5,45,42,1,1.0,synthetic
SM15855,table_tennis,doubles,1443.0,1211.4,5,50,44,0,0.8201,synthetic
SM15856,table_tennis,doubles,1468.5,1488.4,5,52,40,1,0.9846,synthetic
SM15857,table_tennis,doubles,1409.3,1378.6,5,45,38,0,0.9458,synthetic
SM15858,table_tennis,doubles,1611.0,1549.4,4,43,32,1,0.9103,synthetic
SM15859,table_tennis,doubles,1342.4,1280.4,3,32,11,0,0.6833,synthetic
SM15860,table_tennis,doubles,1658.6,1787.4,3,31,15,0,0.695,synthetic
SM15861,table_tennis,doubles,1354.9,1026.3,4,39,24,0,0.6457,synthetic
SM15862,table_tennis,doubles,1364.8,1078.9,4,40,24,0,0.6694,synthetic
SM15863,table_tennis,doubles,1641.3,1609.4,3,32,25,0,0.8496,synthetic
SM15864,table_tennis,doubles,1692.7,1684.1,5,47,49,0,0.9859,synthetic
SM15865,table_tennis,doubles,1787.7,1522.5,3,30,23,0,0.6904,synthetic
SM15866,table_tennis,doubles,1527.9,1547.4,5,48,43,0,0.965,synthetic
SM15867,table_tennis,doubles,1410.0,1314.5,5,50,49,1,0.9823,synthetic
SM15868,table_tennis,doubles,1149.5,1034.4,4,36,28,1,0.8833,synthetic
SM15869,table_tennis,doubles,1410.7,1426.9,5,47,40,1,1.0,synthetic
SM15870,table_tennis,doubles,1465.8,1707.8,3,31,17,0,0.642,synthetic
SM15871,table_tennis,doubles,1294.8,1199.3,4,38,35,0,0.8799,synthetic
SM15872,table_tennis,doubles,1401.8,1360.2,4,44,26,0,0.8294,synthetic
SM15873,table_tennis,doubles,1604.2,1612.7,5,45,43,1,1.0,synthetic
SM15874,table_tennis,doubles,1327.3,1235.8,4,38,31,1,0.9084,synthetic
SM15875,table_tennis,doubles,1514.1,1557.2,4,41,33,0,0.888,synthetic
SM15876,table_tennis,doubles,1567.0,1591.0,4,42,36,1,0.9632,synthetic
SM15877,table_tennis,doubles,1362.6,1184.2,3,31,20,0,0.7148,synthetic
SM15878,table_tennis,doubles,1334.0,1449.0,5,48,43,0,0.9014,synthetic
SM15879,table_tennis,doubles,1390.7,1440.0,3,33,17,0,0.7591,synthetic
SM15880,table_tennis,doubles,1617.6,1275.7,5,39,45,0,0.7435,synthetic
SM15881,table_tennis,doubles,1084.5,1094.2,5,48,36,1,0.9864,synthetic
SM15882,table_tennis,doubles,1602.9,1846.6,3,32,10,0,0.548,synthetic
SM15883,table_tennis,doubles,1490.9,1584.8,4,33,28,0,0.8646,synthetic
SM15884,table_tennis,doubles,1528.6,1352.5,5,42,43,1,0.9279,synthetic
SM15885,table_tennis,doubles,1359.4,1144.0,4,39,34,0,0.789,synthetic
SM15886,table_tennis,doubles,1546.6,1428.7,3,30,23,0,0.7886,synthetic
SM15887,table_tennis,doubles,1546.1,1473.5,3,33,24,0,0.8084,synthetic
SM15888,table_tennis,doubles,1507.8,1382.1,4,42,25,0,0.7747,synthetic
SM15889,table_tennis,doubles,1471.9,1405.4,5,45,44,1,1.0,synthetic
SM15890,table_tennis,doubles,1493.2,1267.6,3,32,22,0,0.6955,synthetic
SM15891,table_tennis,doubles,1586.2,1388.6,4,40,33,0,0.7899,synthetic
SM15892,table_tennis,doubles,1109.8,1052.9,3,33,21,0,0.7932,synthetic
SM15893,table_tennis,doubles,1312.8,1280.0,4,40,42,0,0.9284,synthetic
SM15894,table_tennis,doubles,2037.3,2099.6,4,40,35,0,0.8918,synthetic
SM15895,table_tennis,doubles,1492.1,1372.3,4,31,24,0,0.8292,synthetic
SM15896,table_tennis,doubles,1440.7,1174.7,3,32,13,0,0.5738,synthetic
SM15897,table_tennis,doubles,1571.7,1405.7,5,51,46,1,0.9187,synthetic
SM15898,table_tennis,doubles,1758.4,1916.0,5,45,34,0,0.8392,synthetic
SM15899,table_tennis,doubles,1530.9,1300.3,4,37,25,0,0.7288,synthetic
SM15900,table_tennis,doubles,1417.6,1508.9,3,31,26,1,0.874,synthetic
SM15901,table_tennis,doubles,1517.1,1479.5,5,41,47,0,0.9477,synthetic
SM15902,table_tennis,doubles,1443.9,1440.2,3,32,27,1,0.9336,synthetic
SM15903,table_tennis,doubles,1327.7,1227.8,5,47,45,1,0.9747,synthetic
SM15904,table_tennis,doubles,1466.1,1382.5,5,48,42,0,0.9176,synthetic
SM15905,table_tennis,doubles,1703.1,1756.0,3,31,24,1,0.8838,synthetic
SM15906,table_tennis,doubles,1655.1,1710.1,3,29,21,0,0.8193,synthetic
SM15907,table_tennis,doubles,1432.4,1134.6,5,55,47,0,0.7701,synthetic
SM15908,table_tennis,doubles,1522.1,1200.0,3,34,28,0,0.6666,synthetic
SM15909,table_tennis,doubles,1710.1,1360.6,4,36,25,0,0.6549,synthetic
SM15910,table_tennis,doubles,1509.2,1521.8,3,33,22,0,0.8316,synthetic
SM15911,table_tennis,doubles,1308.2,1293.0,3,33,26,1,0.9124,synthetic
SM15912,table_tennis,doubles,1467.6,1438.9,5,43,48,0,0.9589,synthetic
SM15913,table_tennis,doubles,1732.2,1400.2,3,33,15,0,0.5487,synthetic
SM15914,table_tennis,doubles,1420.3,1285.7,3,32,19,0,0.7283,synthetic
SM15915,table_tennis,doubles,1417.7,1528.0,4,38,32,0,0.8522,synthetic
SM15916,table_tennis,doubles,1419.7,1327.8,5,49,45,1,0.9717,synthetic
SM15917,table_tennis,doubles,1408.5,1445.2,5,50,47,1,1.0,synthetic
SM15918,table_tennis,doubles,1242.0,1097.2,4,41,37,1,0.893,synthetic
SM15919,table_tennis,doubles,1692.4,1796.7,4,40,32,1,0.896,synthetic
SM15920,table_tennis,doubles,1211.9,1165.0,4,38,29,1,0.925,synthetic
SM15921,table_tennis,doubles,1312.2,1246.2,5,45,46,0,0.9516,synthetic
SM15922,table_tennis,doubles,1410.4,1436.1,5,48,46,1,1.0,synthetic
SM15923,table_tennis,doubles,1144.1,1159.5,4,40,35,0,0.9231,synthetic
SM15924,table_tennis,doubles,1163.5,1188.0,4,39,35,1,0.972,synthetic
SM15925,table_tennis,doubles,1262.9,1285.3,5,48,44,0,0.9677,synthetic
SM15926,table_tennis,doubles,1306.9,1247.1,5,49,41,0,0.9246,synthetic
SM15927,table_tennis,doubles,1447.0,1632.6,3,28,15,0,0.6753,synthetic
SM15928,table_tennis,doubles,1506.4,1477.6,5,51,48,1,1.0,synthetic
SM15929,table_tennis,doubles,1697.6,1513.9,3,32,23,0,0.7321,synthetic
SM15930,table_tennis,doubles,1406.8,1475.2,3,31,21,0,0.7975,synthetic
SM15931,table_tennis,doubles,1403.5,1338.8,4,40,30,1,0.9097,synthetic
SM15932,table_tennis,doubles,1492.7,1416.7,3,32,24,0,0.8122,synthetic
SM15933,table_tennis,doubles,1477.3,1425.7,4,37,38,1,0.9703,synthetic
SM15934,table_tennis,doubles,1483.7,1101.8,3,36,23,0,0.5773,synthetic
SM15935,table_tennis,doubles,1428.9,1189.6,4,36,27,0,0.7433,synthetic
SM15936,table_tennis,doubles,1399.2,1471.2,4,38,33,0,0.8838,synthetic
SM15937,table_tennis,doubles,1410.8,1386.8,4,37,39,0,0.9335,synthetic
SM15938,table_tennis,doubles,1537.0,1430.6,5,46,43,1,0.9656,synthetic
SM15939,table_tennis,doubles,1293.7,1223.5,3,33,25,1,0.868,synthetic
SM15940,table_tennis,doubles,1121.9,1057.2,5,47,42,0,0.9344,synthetic
SM15941,table_tennis,doubles,1129.4,1236.8,3,31,20,0,0.7621,synthetic
SM15942,table_tennis,doubles,1332.0,1192.7,4,36,35,0,0.8615,synthetic
SM15943,table_tennis,doubles,1478.1,1302.1,3,34,21,0,0.7081,synthetic
SM15944,table_tennis,doubles,1661.2,1478.2,3,32,25,0,0.7489,synthetic
SM15945,table_tennis,doubles,1409.9,1054.0,4,34,34,0,0.7227,synthetic
SM15946,table_tennis,doubles,1585.9,1401.7,3,32,26,0,0.7558,synthetic
SM15947,table_tennis,doubles,1735.4,1687.3,3,33,25,1,0.8828,synthetic
SM15948,table_tennis,doubles,1633.9,1567.8,3,31,17,0,0.7593,synthetic
SM15949,table_tennis,doubles,1463.6,1491.6,3,31,22,0,0.8334,synthetic
SM15950,table_tennis,doubles,1511.6,1416.2,4,40,33,1,0.908,synthetic
SM15951,table_tennis,doubles,1191.4,1219.5,3,28,18,1,0.8643,synthetic
SM15952,table_tennis,doubles,1302.2,1311.1,3,31,23,1,0.9048,synthetic
SM15953,table_tennis,doubles,1463.3,1183.0,4,39,25,1,0.7356,synthetic
SM15954,table_tennis,doubles,1551.3,1478.4,4,40,33,0,0.873,synthetic
SM15955,table_tennis,doubles,1456.0,1414.2,5,50,42,1,0.9874,synthetic
SM15956,table_tennis,doubles,1745.0,1478.1,3,32,23,0,0.6766,synthetic
SM15957,table_tennis,doubles,1415.3,1158.1,4,36,33,0,0.7711,synthetic
SM15958,table_tennis,doubles,1263.2,1188.1,4,37,36,1,0.9545,synthetic
SM15959,table_tennis,doubles,1172.4,969.1,3,32,21,0,0.7014,synthetic
SM15960,table_tennis,doubles,1799.8,1398.4,4,39,35,0,0.6708,synthetic
SM15961,table_tennis,doubles,1364.2,1305.1,5,48,48,1,1.0,synthetic
SM15962,table_tennis,doubles,1586.4,1038.2,4,38,30,0,0.5475,synthetic
SM15963,table_tennis,doubles,1651.4,1308.9,3,33,20,0,0.5936,synthetic
SM15964,table_tennis,doubles,1502.2,1407.2,3,30,25,0,0.8203,synthetic
SM15965,table_tennis,doubles,1771.6,1628.5,4,42,32,0,0.8105,synthetic
SM15966,table_tennis,doubles,1600.5,1642.9,3,32,23,0,0.8263,synthetic
SM15967,table_tennis,doubles,1587.8,1352.0,3,32,20,0,0.6705,synthetic
SM15968,table_tennis,doubles,1711.5,1725.7,5,51,43,1,1.0,synthetic
SM15969,table_tennis,doubles,1174.6,1075.2,3,31,20,1,0.8175,synthetic
SM15970,table_tennis,doubles,1346.6,1275.3,4,41,33,0,0.8692,synthetic
SM15971,table_tennis,doubles,1386.4,1465.2,5,50,43,0,0.9174,synthetic
SM15972,table_tennis,doubles,1491.8,1533.1,5,45,42,1,1.0,synthetic
SM15973,table_tennis,doubles,1358.4,1224.7,3,34,21,1,0.7863,synthetic
SM15974,table_tennis,doubles,1511.9,1387.8,3,30,17,1,0.7766,synthetic
SM15975,table_tennis,doubles,1283.3,1156.0,5,46,40,1,0.9372,synthetic
SM15976,table_tennis,doubles,1512.8,1325.5,4,37,31,0,0.7998,synthetic
SM15977,table_tennis,doubles,1363.5,1403.0,5,52,44,0,0.9403,synthetic
SM15978,table_tennis,doubles,1210.8,1212.6,5,50,46,0,0.9821,synthetic
SM15979,table_tennis,doubles,1820.6,1737.3,5,50,46,1,0.9778,synthetic
SM15980,table_tennis,doubles,1392.6,1370.0,3,33,26,0,0.8575,synthetic
SM15981,table_tennis,doubles,1734.1,1329.7,4,42,31,0,0.6301,synthetic
SM15982,table_tennis,doubles,1687.3,1352.1,3,33,30,0,0.6775,synthetic
SM15983,table_tennis,doubles,1661.6,1154.9,4,39,33,0,0.5889,synthetic
SM15984,table_tennis,doubles,1381.2,1091.2,3,31,10,0,0.5218,synthetic
SM15985,table_tennis,doubles,1642.2,1311.8,4,37,28,0,0.6843,synthetic
SM15986,table_tennis,doubles,1579.1,1216.5,4,31,30,0,0.7117,synthetic
SM15987,table_tennis,doubles,1345.5,1339.1,3,29,20,1,0.8923,synthetic
SM15988,table_tennis,doubles,1600.3,1518.8,5,38,45,0,0.9119,synthetic
SM15989,table_tennis,doubles,1455.9,1258.8,3,29,22,0,0.7337,synthetic
SM15990,table_tennis,doubles,1455.9,1241.5,4,35,33,0,0.8053,synthetic
SM15991,table_tennis,doubles,1537.3,1600.3,5,45,43,1,0.9989,synthetic
SM15992,table_tennis,doubles,1305.5,1254.8,4,44,38,0,0.8969,synthetic
SM15993,table_tennis,doubles,1106.4,1063.6,5,45,42,0,0.9577,synthetic
SM15994,table_tennis,doubles,1245.7,1225.5,5,50,46,1,1.0,synthetic
SM15995,table_tennis,doubles,1615.3,1171.4,4,36,25,0,0.5919,synthetic
SM15996,table_tennis,doubles,1149.6,1005.8,4,39,39,0,0.8641,synthetic
SM15997,table_tennis,doubles,1609.9,1287.1,4,39,35,0,0.7232,synthetic
SM15998,table_tennis,doubles,1483.1,1714.3,5,48,47,1,0.8917,synthetic
SM15999,table_tennis,doubles,1584.3,1479.2,5,51,35,0,0.8555,synthetic
SM16000,table_tennis,doubles,1636.4,1299.5,3,30,27,0,0.6743,synthetic
SM16001,table_tennis,doubles,1179.1,1186.6,3,31,23,0,0.8557,synthetic
SM16002,table_tennis,doubles,1658.2,1591.0,3,33,27,0,0.8352,synthetic
SM16003,table_tennis,doubles,1555.6,1375.1,3,30,24,0,0.7552,synthetic
SM16004,table_tennis,doubles,1409.2,1430.2,4,39,40,0,0.9409,synthetic
SM16005,table_tennis,doubles,1400.6,1160.2,5,48,40,1,0.8534,synthetic
SM16006,table_tennis,doubles,1507.2,1560.8,4,37,27,1,0.9118,synthetic
SM16007,table_tennis,doubles,1503.4,1490.6,5,50,41,0,0.9519,synthetic
SM16008,table_tennis,doubles,1275.2,1272.2,5,46,45,0,0.9936,synthetic
SM16009,table_tennis,doubles,1472.4,1476.8,4,37,37,0,0.9571,synthetic
SM16010,table_tennis,doubles,1682.9,1707.6,4,40,31,0,0.8928,synthetic
SM16011,table_tennis,doubles,1238.1,1458.5,3,31,16,0,0.6454,synthetic
SM16012,table_tennis,doubles,1387.7,1268.2,3,34,22,0,0.7546,synthetic
SM16013,table_tennis,doubles,1514.5,1509.5,3,31,26,1,0.9316,synthetic
SM16014,table_tennis,doubles,1659.1,1595.4,4,39,27,0,0.8448,synthetic
SM16015,table_tennis,doubles,1202.1,1296.9,4,37,37,0,0.8968,synthetic
SM16016,table_tennis,doubles,1657.5,1442.8,3,33,23,0,0.7054,synthetic
SM16017,table_tennis,doubles,1158.0,1159.7,4,45,37,1,0.9698,synthetic
SM16018,table_tennis,doubles,1388.0,1264.3,4,36,29,0,0.8345,synthetic
SM16019,table_tennis,doubles,1348.0,1312.6,4,41,19,0,0.7897,synthetic
SM16020,table_tennis,doubles,1413.0,1414.6,4,38,30,1,0.9619,synthetic
SM16021,table_tennis,doubles,1298.6,1373.2,4,35,29,0,0.8728,synthetic
SM16022,table_tennis,doubles,1736.4,1645.1,4,37,28,0,0.8437,synthetic
SM16023,table_tennis,doubles,1237.8,1364.8,5,49,39,1,0.9199,synthetic
SM16024,table_tennis,doubles,1484.3,1520.8,3,29,17,0,0.7913,synthetic
SM16025,table_tennis,doubles,1487.8,1518.3,4,38,34,1,0.9674,synthetic
SM16026,table_tennis,doubles,1345.2,1359.1,5,49,37,1,0.9849,synthetic
SM16027,table_tennis,doubles,1431.5,1404.8,4,34,26,0,0.8889,synthetic
SM16028,table_tennis,doubles,1766.6,1242.9,3,33,21,0,0.482,synthetic
SM16029,table_tennis,doubles,1603.1,1659.2,3,32,23,0,0.8171,synthetic
SM16030,table_tennis,doubles,1007.5,977.4,3,30,27,0,0.8789,synthetic
SM16031,table_tennis,doubles,1325.8,1457.5,5,48,43,1,0.9402,synthetic
SM16032,table_tennis,doubles,1751.7,1731.2,3,31,28,1,0.936,synthetic
SM16033,table_tennis,doubles,1584.4,1604.4,4,40,28,0,0.8761,synthetic
SM16034,table_tennis,doubles,1283.5,1267.8,5,48,42,0,0.9629,synthetic
SM16035,table_tennis,doubles,1681.7,1714.9,4,36,31,1,0.958,synthetic
SM16036,table_tennis,doubles,1499.6,1599.1,4,38,29,0,0.8399,synthetic
SM16037,table_tennis,doubles,1801.7,1326.3,3,32,13,0,0.4342,synthetic
SM16038,table_tennis,doubles,1650.3,1709.6,5,50,45,0,0.9394,synthetic
SM16039,table_tennis,doubles,1740.5,1554.8,3,31,28,0,0.7759,synthetic
SM16040,table_tennis,doubles,1299.2,1204.4,4,40,34,1,0.9144,synthetic
SM16041,table_tennis,doubles,1320.4,1177.3,3,31,12,0,0.6479,synthetic
SM16042,table_tennis,doubles,1053.5,1046.2,4,39,33,1,0.9718,synthetic
SM16043,table_tennis,doubles,1623.6,1504.3,4,43,33,0,0.8278,synthetic
SM16044,table_tennis,doubles,1272.9,1223.0,5,53,46,1,0.9885,synthetic
SM16045,table_tennis,doubles,1504.2,1384.2,3,32,29,0,0.8203,synthetic
SM16046,table_tennis,doubles,1419.9,1430.7,5,43,44,1,1.0,synthetic
SM16047,table_tennis,doubles,1446.1,1366.6,4,36,37,0,0.9015,synthetic
SM16048,table_tennis,doubles,1469.5,1357.5,4,32,29,1,0.9157,synthetic
SM16049,table_tennis,doubles,1435.7,1321.2,3,31,24,0,0.7928,synthetic
SM16050,table_tennis,doubles,1030.6,1039.5,3,30,25,0,0.8777,synthetic
SM16051,table_tennis,doubles,1353.0,1281.8,4,36,34,0,0.9011,synthetic
SM16052,table_tennis,doubles,1663.4,1379.0,4,36,35,0,0.7648,synthetic
SM16053,table_tennis,doubles,1603.9,1289.2,3,29,20,0,0.6367,synthetic
SM16054,table_tennis,doubles,1368.5,1351.6,5,47,38,0,0.9464,synthetic
SM16055,table_tennis,doubles,1436.6,1414.5,5,50,40,1,0.9908,synthetic
SM16056,table_tennis,doubles,1205.1,1140.0,5,39,45,1,0.978,synthetic
SM16057,table_tennis,doubles,1445.3,1252.0,5,45,40,0,0.8476,synthetic
SM16058,table_tennis,doubles,1211.3,1236.7,4,35,33,0,0.9313,synthetic
SM16059,table_tennis,doubles,1692.1,1348.1,3,32,18,0,0.5787,synthetic
SM16060,table_tennis,doubles,1792.5,2056.9,3,32,18,0,0.6317,synthetic
SM16061,table_tennis,doubles,1621.8,1670.2,4,41,32,0,0.8784,synthetic
SM16062,table_tennis,doubles,1533.7,1527.8,3,31,25,0,0.8732,synthetic
SM16063,table_tennis,doubles,1490.3,1070.1,3,34,20,0,0.5362,synthetic
SM16064,table_tennis,doubles,1469.6,1439.1,3,29,20,0,0.8262,synthetic
SM16065,table_tennis,doubles,1566.3,1601.6,4,46,36,0,0.8877,synthetic
SM16066,table_tennis,doubles,1372.4,1283.0,5,48,44,0,0.923,synthetic
SM16067,table_tennis,doubles,1274.4,1316.6,3,33,30,1,0.9228,synthetic
SM16068,table_tennis,doubles,1415.0,1348.0,4,39,35,0,0.8937,synthetic
SM16069,table_tennis,doubles,1249.5,1191.1,3,31,18,0,0.7749,synthetic
SM16070,table_tennis,doubles,1406.3,1562.8,5,50,50,0,0.8957,synthetic
SM16071,table_tennis,doubles,1597.7,1426.9,5,45,50,1,0.9151,synthetic
SM16072,table_tennis,doubles,1504.7,1415.9,4,40,31,1,0.9001,synthetic
SM16073,table_tennis,doubles,1178.6,1061.7,5,49,45,0,0.905,synthetic
SM16074,table_tennis,doubles,1535.8,1436.1,5,45,49,0,0.9165,synthetic
SM16075,table_tennis,doubles,1702.9,1503.8,3,30,13,0,0.6291,synthetic
SM16076,table_tennis,doubles,1352.4,1167.6,5,47,43,1,0.909,synthetic
SM16077,table_tennis,doubles,1213.6,1175.3,3,32,27,1,0.9106,synthetic
SM16078,table_tennis,doubles,1159.2,1204.0,3,30,22,0,0.8286,synthetic
SM16079,table_tennis,doubles,1528.8,1241.4,4,37,35,0,0.7573,synthetic
SM16080,table_tennis,doubles,1374.1,1386.4,4,37,35,0,0.9407,synthetic
SM16081,table_tennis,doubles,1229.6,1153.2,5,39,45,0,0.9205,synthetic
SM16082,table_tennis,doubles,1434.7,1348.6,3,31,19,0,0.7666,synthetic
SM16083,table_tennis,doubles,1288.1,1273.4,3,33,23,1,0.8888,synthetic
