match_id,sport,format,rating_diff,avg_rating_deviation,winrate_diff,activeness_diff,streak_diff,geo_score,h2h_matches,same_skill_category,wait_time_seconds,match_quality_score
SM18023,pickleball,mixed_doubles,257.8,283.5,0.3175,0.4314,3,1.0,0,1,45,0.6097
SM18024,pickleball,mixed_doubles,36.9,210.6,0.0287,0.0521,2,0.5,0,1,117,0.9754
SM18025,pickleball,mixed_doubles,673.3,194.0,0.4119,0.1389,1,1.0,0,0,85,0.5123
SM18026,pickleball,mixed_doubles,324.7,172.6,0.3036,0.0236,0,0.8,2,1,418,0.6412
SM18027,pickleball,mixed_doubles,313.0,218.7,0.165,0.2203,2,0.5,3,1,3,0.6497
SM18028,pickleball,mixed_doubles,216.1,198.1,0.0115,0.0001,3,0.8,1,0,59,0.7944
SM18029,pickleball,mixed_doubles,123.3,239.6,0.1565,0.3002,7,0.8,1,1,51,0.8204
SM18030,pickleball,mixed_doubles,308.2,147.4,0.3193,0.0008,1,0.5,1,0,142,0.6522
SM18031,pickleball,mixed_doubles,104.6,180.8,0.0888,0.2997,4,1.0,0,1,86,0.8995
SM18032,pickleball,mixed_doubles,190.9,221.4,0.1602,0.0341,2,0.8,0,0,12,0.7119
SM18033,pickleball,mixed_doubles,371.3,203.4,0.2819,0.0086,4,0.5,0,0,8,0.7453
SM18034,pickleball,mixed_doubles,279.5,141.8,0.2001,0.0473,0,0.8,0,0,259,0.6051
SM18035,pickleball,mixed_doubles,154.6,173.0,0.1144,0.1383,0,0.8,3,0,18,0.8831
SM18036,pickleball,mixed_doubles,578.7,209.2,0.2515,0.2306,4,0.8,0,0,215,0.5907
SM18037,pickleball,mixed_doubles,257.8,178.0,0.126,0.1978,1,1.0,1,0,182,0.6726
SM18038,pickleball,mixed_doubles,227.7,236.0,0.0852,0.0458,1,0.8,0,0,3,0.7244
SM18039,pickleball,mixed_doubles,133.7,176.8,0.0528,0.1089,3,1.0,2,0,106,0.7954
SM18040,pickleball,mixed_doubles,659.0,228.0,0.3729,0.057,1,0.5,0,0,167,0.4702
SM18041,pickleball,mixed_doubles,200.6,248.4,0.0298,0.2619,2,0.2,0,0,14,0.7525
SM18042,pickleball,mixed_doubles,98.4,200.2,0.2189,0.0647,0,0.5,0,1,328,0.8665
SM18043,pickleball,mixed_doubles,406.7,135.4,0.1465,0.0738,2,1.0,1,0,259,0.5593
SM18044,pickleball,mixed_doubles,257.2,222.4,0.084,0.0954,1,0.8,2,0,135,0.7219
SM18045,pickleball,mixed_doubles,553.4,201.5,0.2243,0.1487,3,0.5,0,0,198,0.5073
SM18046,pickleball,mixed_doubles,13.3,225.9,0.0375,0.1738,2,1.0,1,0,19,0.9431
SM18047,pickleball,mixed_doubles,507.6,209.0,0.0866,0.1127,2,1.0,1,0,60,0.4616
SM18048,pickleball,mixed_doubles,430.3,207.0,0.1602,0.307,3,0.8,1,0,248,0.5303
SM18049,pickleball,mixed_doubles,145.5,209.2,0.071,0.1909,4,1.0,0,1,27,0.7657
SM18050,pickleball,mixed_doubles,80.6,229.0,0.1156,0.0322,2,1.0,0,0,131,0.8396
SM18051,pickleball,mixed_doubles,24.3,195.2,0.0248,0.2902,1,0.8,1,1,128,0.9487
SM18052,pickleball,mixed_doubles,347.9,220.6,0.418,0.1115,2,0.2,0,1,118,0.657
SM18053,pickleball,mixed_doubles,509.8,216.0,0.1461,0.2082,2,1.0,5,0,21,0.5394
SM18054,pickleball,mixed_doubles,60.1,170.1,0.085,0.3421,1,0.8,0,0,185,0.8512
SM18055,pickleball,mixed_doubles,175.4,170.6,0.1466,0.0009,0,0.8,2,1,270,0.7532
SM18056,pickleball,mixed_doubles,511.6,192.4,0.3601,0.1213,5,0.8,0,0,90,0.5166
SM18057,pickleball,mixed_doubles,220.8,211.8,0.2052,0.1463,0,1.0,3,1,106,0.67
SM18058,pickleball,mixed_doubles,162.1,219.8,0.1002,0.1048,1,0.2,0,1,38,0.728
SM18059,pickleball,mixed_doubles,225.9,174.8,0.2012,0.1775,1,0.8,0,0,205,0.7027
SM18060,pickleball,mixed_doubles,515.0,209.6,0.3454,0.2826,2,1.0,3,1,39,0.5576
SM18061,pickleball,mixed_doubles,319.0,150.9,0.2316,0.0488,2,1.0,0,0,137,0.7795
SM18062,pickleball,mixed_doubles,179.6,186.8,0.0703,0.2242,1,1.0,0,0,226,0.743
SM18063,pickleball,mixed_doubles,362.6,192.1,0.1913,0.0875,4,0.5,1,0,103,0.6375
SM18064,pickleball,mixed_doubles,260.4,206.0,0.171,0.0172,0,0.2,0,0,4,0.7176
SM18065,pickleball,mixed_doubles,96.9,218.7,0.189,0.1014,2,1.0,1,0,14,0.9175
SM18066,pickleball,mixed_doubles,23.6,138.6,0.0468,0.0449,1,0.8,2,1,150,0.9754
SM18067,pickleball,mixed_doubles,67.9,238.0,0.0087,0.005,5,0.5,0,0,182,0.9321
SM18068,pickleball,mixed_doubles,90.5,173.0,0.158,0.0261,2,1.0,1,0,95,0.9161
SM18069,pickleball,mixed_doubles,438.9,201.7,0.2119,0.2392,3,1.0,5,0,38,0.6107
SM18070,pickleball,mixed_doubles,52.1,195.7,0.0207,0.0359,0,0.8,1,0,150,0.9582
SM18071,pickleball,mixed_doubles,62.5,203.0,0.0604,0.0668,4,0.8,0,0,71,0.9012
SM18072,pickleball,mixed_doubles,310.6,247.2,0.0766,0.1853,1,1.0,0,0,43,0.7711
SM18073,pickleball,mixed_doubles,360.3,227.4,0.093,0.1425,4,0.8,0,0,65,0.6131
SM18074,pickleball,mixed_doubles,68.3,206.4,0.0104,0.013,2,0.8,0,0,22,0.8978
SM18075,pickleball,mixed_doubles,176.2,209.8,0.0552,0.0879,4,0.8,0,0,14,0.7795
SM18076,pickleball,mixed_doubles,253.6,224.8,0.2104,0.0771,1,1.0,0,0,292,0.7201
SM18077,pickleball,mixed_doubles,165.3,197.7,0.1428,0.2679,0,1.0,1,1,24,0.7703
SM18078,pickleball,mixed_doubles,152.4,226.0,0.046,0.1872,6,0.5,0,0,76,0.8918
SM18079,pickleball,mixed_doubles,42.0,193.4,0.093,0.3018,4,0.8,1,0,82,0.9353
SM18080,pickleball,mixed_doubles,235.6,210.0,0.0757,0.3597,2,1.0,2,0,177,0.7096
SM18081,pickleball,mixed_doubles,109.2,208.7,0.1066,0.1277,2,0.8,0,0,13,0.9124
SM18082,pickleball,mixed_doubles,47.4,149.8,0.1381,0.1254,0,1.0,0,1,240,0.9225
SM18083,pickleball,mixed_doubles,318.4,237.4,0.2309,0.1791,0,1.0,0,0,5,0.781
SM18084,pickleball,mixed_doubles,1.8,237.1,0.0264,0.1022,1,0.8,0,1,122,0.9611
SM18085,pickleball,mixed_doubles,560.3,193.6,0.1434,0.3104,1,0.5,1,0,3,0.5057
SM18086,pickleball,mixed_doubles,38.9,191.6,0.0244,0.1799,0,1.0,2,1,271,0.9593
SM18087,pickleball,mixed_doubles,179.1,165.4,0.271,0.3276,4,1.0,2,1,38,0.7718
SM18088,pickleball,mixed_doubles,181.2,238.8,0.1382,0.2005,1,0.8,3,0,544,0.7152
SM18089,pickleball,mixed_doubles,258.4,177.6,0.2925,0.1271,0,0.5,3,0,7,0.7388
SM18090,pickleball,mixed_doubles,227.4,209.2,0.1332,0.3044,4,0.5,0,0,53,0.7017
SM18091,pickleball,mixed_doubles,347.1,208.7,0.1077,0.1522,4,1.0,1,0,11,0.7419
SM18092,pickleball,mixed_doubles,134.8,261.7,0.0606,0.3159,2,0.8,0,1,415,0.8046
SM18093,pickleball,mixed_doubles,175.4,248.2,0.0499,0.0502,0,1.0,0,0,35,0.7593
SM18094,pickleball,mixed_doubles,401.5,210.0,0.1481,0.1997,1,1.0,1,1,16,0.6169
SM18095,pickleball,mixed_doubles,37.0,214.9,0.0606,0.1812,2,1.0,1,0,356,0.9543
SM18096,pickleball,mixed_doubles,518.6,165.1,0.3572,0.1969,0,0.2,0,0,120,0.4809
SM18097,pickleball,mixed_doubles,471.0,211.2,0.3381,0.0614,1,0.5,3,1,29,0.5527
SM18098,pickleball,mixed_doubles,97.0,212.8,0.0499,0.2206,1,1.0,2,1,20,0.899
SM18099,pickleball,mixed_doubles,123.3,174.5,0.0768,0.4436,1,1.0,0,0,54,0.8067
SM18100,pickleball,mixed_doubles,368.1,189.8,0.2374,0.4945,7,0.2,3,1,18,0.5851
SM18101,pickleball,mixed_doubles,132.2,256.0,0.0692,0.2093,4,1.0,1,0,11,0.9619
SM18102,pickleball,mixed_doubles,209.7,207.6,0.2811,0.0366,4,0.5,0,0,50,0.7304
SM18103,pickleball,mixed_doubles,162.7,181.6,0.0436,0.1784,0,1.0,0,1,104,0.8049
SM18104,pickleball,mixed_doubles,135.8,162.8,0.0737,0.0522,3,1.0,1,0,151,0.8296
SM18105,pickleball,mixed_doubles,593.4,185.6,0.2568,0.272,1,0.5,0,0,444,0.3949
SM18106,pickleball,mixed_doubles,439.4,203.2,0.3012,0.3459,2,0.2,0,0,27,0.6609
SM18107,pickleball,mixed_doubles,544.3,197.4,0.2681,0.1802,3,0.5,0,0,29,0.4448
SM18108,pickleball,mixed_doubles,340.3,236.3,0.3018,0.2742,0,1.0,2,1,39,0.7565
SM18109,pickleball,mixed_doubles,373.5,254.8,0.1872,0.0853,1,1.0,1,0,83,0.6462
SM18110,pickleball,mixed_doubles,50.0,198.7,0.0252,0.0768,4,0.8,0,1,310,0.9956
SM18111,pickleball,mixed_doubles,47.8,177.4,0.0911,0.1497,2,0.5,3,1,144,0.8615
SM18112,pickleball,mixed_doubles,166.4,168.2,0.0866,0.124,4,0.2,2,0,51,0.6547
SM18113,pickleball,mixed_doubles,96.5,213.7,0.0444,0.1324,2,0.5,0,0,132,0.9284
SM18114,pickleball,mixed_doubles,211.1,269.6,0.1133,0.096,4,0.5,2,1,17,0.7385
SM18115,pickleball,mixed_doubles,267.2,177.4,0.2528,0.0415,2,0.2,0,0,55,0.771
SM18116,pickleball,mixed_doubles,315.8,181.5,0.1319,0.425,3,0.8,0,1,23,0.6522
SM18117,pickleball,mixed_doubles,311.4,218.4,0.0592,0.3989,1,1.0,0,0,17,0.6813
SM18118,pickleball,mixed_doubles,453.8,194.4,0.3403,0.0045,1,0.8,1,1,135,0.5367
SM18119,pickleball,mixed_doubles,511.7,255.4,0.4622,0.1584,0,0.2,1,0,100,0.4589
SM18120,pickleball,mixed_doubles,109.1,166.0,0.016,0.0815,1,0.5,0,0,38,0.9619
SM18121,pickleball,mixed_doubles,145.2,182.9,0.0041,0.3449,2,0.5,0,0,3,0.6848
SM18122,pickleball,mixed_doubles,139.7,257.5,0.1066,0.2931,2,0.8,2,0,45,0.8002
SM18123,pickleball,mixed_doubles,377.5,208.4,0.2677,0.1424,0,1.0,1,0,273,0.5928
SM18124,pickleball,mixed_doubles,105.6,248.0,0.0844,0.5374,2,0.8,0,1,32,0.7963
SM18125,pickleball,mixed_doubles,781.2,211.0,0.3928,0.0381,3,1.0,0,0,204,0.4933
SM18126,pickleball,mixed_doubles,337.1,200.1,0.0793,0.3243,5,0.5,1,0,233,0.6545
SM18127,pickleball,mixed_doubles,37.8,189.0,0.073,0.1133,4,1.0,5,0,303,0.9289
SM18128,pickleball,mixed_doubles,115.6,252.8,0.1034,0.284,2,1.0,2,0,467,0.8953
SM18129,pickleball,mixed_doubles,51.7,125.8,0.0515,0.3242,2,1.0,1,1,91,0.8806
SM18130,pickleball,mixed_doubles,234.1,196.6,0.0406,0.0506,11,0.5,0,0,24,0.7206
SM18131,pickleball,mixed_doubles,138.3,220.8,0.0393,0.0229,7,0.5,2,0,175,0.8924
SM18132,pickleball,mixed_doubles,216.3,135.9,0.186,0.1531,2,0.5,0,1,203,0.7225
SM18133,pickleball,mixed_doubles,251.4,177.8,0.1669,0.4682,1,0.2,0,0,104,0.7314
SM18134,pickleball,mixed_doubles,50.4,192.4,0.2311,0.1316,5,1.0,0,1,239,0.9453
SM18135,pickleball,mixed_doubles,340.2,202.4,0.3475,0.2623,1,0.2,0,1,137,0.6621
SM18136,pickleball,mixed_doubles,515.7,178.4,0.2503,0.314,1,0.2,0,0,2,0.5177
SM18137,pickleball,mixed_doubles,197.6,207.6,0.1456,0.1255,4,0.5,0,1,83,0.7975
SM18138,pickleball,mixed_doubles,530.5,212.8,0.1727,0.066,1,1.0,0,0,134,0.5586
SM18139,pickleball,mixed_doubles,174.9,238.1,0.0532,0.014,5,0.2,3,0,197,0.8558
SM18140,pickleball,mixed_doubles,12.8,249.8,0.0808,0.3101,0,0.2,0,1,131,0.9037
SM18141,pickleball,mixed_doubles,224.1,172.4,0.1069,0.0699,2,0.5,3,0,3,0.7039
SM18142,pickleball,mixed_doubles,243.4,286.1,0.0982,0.2028,2,0.8,0,1,1,0.6911
SM18143,pickleball,mixed_doubles,83.8,249.1,0.1594,0.2196,2,1.0,0,1,204,0.8018
SM18144,pickleball,mixed_doubles,435.6,182.2,0.2084,0.0221,1,1.0,1,0,71,0.5401
SM18145,pickleball,mixed_doubles,388.7,227.2,0.1899,0.3594,1,0.8,0,0,2,0.6321
SM18146,pickleball,mixed_doubles,182.4,188.1,0.0394,0.1436,2,0.5,1,1,71,0.8407
SM18147,pickleball,mixed_doubles,29.4,236.6,0.0004,0.4318,1,0.2,1,0,358,0.8947
SM18148,pickleball,mixed_doubles,180.4,227.0,0.1159,0.018,0,0.5,2,1,142,0.792
SM18149,pickleball,mixed_doubles,441.6,191.0,0.3159,0.1448,1,0.5,0,0,99,0.5589
SM18150,pickleball,mixed_doubles,295.4,178.3,0.1248,0.0462,4,0.8,0,0,62,0.6564
SM18151,pickleball,mixed_doubles,6.0,189.4,0.0694,0.0914,5,0.8,0,0,15,0.9093
SM18152,pickleball,mixed_doubles,216.4,174.2,0.0037,0.089,4,1.0,3,0,105,0.818
SM18153,pickleball,mixed_doubles,0.8,247.4,0.1586,0.0046,1,1.0,3,1,36,0.7995
SM18154,pickleball,mixed_doubles,599.3,201.1,0.3925,0.1254,1,1.0,0,0,41,0.503
SM18155,pickleball,mixed_doubles,182.7,201.4,0.0905,0.1326,1,1.0,1,1,219,0.8782
SM18156,pickleball,mixed_doubles,205.8,256.6,0.0977,0.076,1,1.0,0,0,50,0.8342
SM18157,pickleball,mixed_doubles,319.8,210.0,0.2118,0.2553,2,1.0,3,0,15,0.7906
SM18158,pickleball,mixed_doubles,110.9,222.4,0.0022,0.3263,1,1.0,3,0,103,0.7794
SM18159,pickleball,mixed_doubles,462.8,183.6,0.3307,0.0228,1,0.8,2,0,39,0.54
SM18160,pickleball,mixed_doubles,115.3,214.6,0.1415,0.209,0,1.0,2,1,62,0.9231
SM18161,pickleball,mixed_doubles,322.2,199.9,0.1502,0.1998,2,0.5,0,1,118,0.6585
SM18162,pickleball,mixed_doubles,331.6,195.2,0.1754,0.0927,8,0.8,0,0,145,0.6582
SM18163,pickleball,mixed_doubles,380.2,271.8,0.2667,0.1691,4,0.8,0,1,17,0.5637
SM18164,pickleball,mixed_doubles,35.2,207.4,0.0814,0.3467,4,0.5,0,0,46,0.9274
SM18165,pickleball,mixed_doubles,164.5,252.2,0.0163,0.051,1,1.0,0,0,618,0.7665
SM18166,pickleball,mixed_doubles,431.6,165.8,0.2792,0.0945,1,0.8,0,1,99,0.5567
SM18167,pickleball,mixed_doubles,172.4,193.3,0.085,0.2544,2,1.0,3,1,57,0.8279
SM18168,pickleball,mixed_doubles,131.2,213.3,0.0333,0.0395,0,0.8,1,0,363,0.7368
SM18169,pickleball,mixed_doubles,170.5,205.2,0.1414,0.4247,1,0.8,1,0,98,0.7918
SM18170,pickleball,mixed_doubles,525.2,211.6,0.3194,0.2092,2,0.8,3,0,17,0.4656
SM18171,pickleball,mixed_doubles,358.9,272.2,0.288,0.346,4,1.0,1,1,63,0.7959
SM18172,pickleball,mixed_doubles,134.8,199.7,0.0699,0.0992,2,0.8,0,1,75,0.7185
SM18173,pickleball,mixed_doubles,10.2,232.1,0.0817,0.189,4,0.8,0,0,137,0.9789
SM18174,pickleball,mixed_doubles,269.2,213.2,0.2769,0.0647,4,1.0,0,1,222,0.8313
SM18175,pickleball,mixed_doubles,595.4,186.2,0.3956,0.0936,5,0.8,0,0,95,0.4964
SM18176,pickleball,mixed_doubles,169.5,250.4,0.26,0.072,2,1.0,0,0,19,0.8727
SM18177,pickleball,mixed_doubles,444.0,238.8,0.2608,0.4858,5,1.0,2,0,256,0.5373
SM18178,pickleball,mixed_doubles,281.5,211.5,0.0519,0.0849,2,1.0,0,0,62,0.5234
SM18179,pickleball,mixed_doubles,308.3,188.4,0.165,0.0418,1,1.0,0,0,30,0.7659
SM18180,pickleball,mixed_doubles,28.6,179.3,0.1498,0.2683,1,1.0,1,1,123,0.8722
SM18181,pickleball,mixed_doubles,149.8,233.2,0.0821,0.0665,6,0.8,0,1,205,0.8409
SM18182,pickleball,mixed_doubles,330.1,220.0,0.1918,0.4072,2,0.5,0,0,83,0.6592
SM18183,pickleball,mixed_doubles,250.5,193.3,0.276,0.1231,1,1.0,0,1,17,0.6413
SM18184,pickleball,mixed_doubles,413.8,183.9,0.2698,0.0792,2,1.0,0,1,13,0.5943
SM18185,pickleball,mixed_doubles,392.2,200.0,0.308,0.018,1,0.8,1,1,33,0.4052
SM18186,pickleball,mixed_doubles,333.8,243.2,0.0373,0.1295,4,0.8,0,1,3,0.6567
SM18187,pickleball,mixed_doubles,335.3,209.5,0.1518,0.1486,2,0.5,0,0,618,0.7424
SM18188,pickleball,mixed_doubles,462.2,205.2,0.1328,0.0368,0,1.0,2,0,172,0.6527
SM18189,pickleball,mixed_doubles,224.9,189.4,0.2168,0.0346,3,0.2,0,0,135,0.7077
SM18190,pickleball,mixed_doubles,381.1,142.4,0.1646,0.0032,5,0.8,1,0,371,0.6075
SM18191,pickleball,mixed_doubles,63.6,202.4,0.0034,0.0472,3,1.0,0,0,48,0.928
SM18192,pickleball,mixed_doubles,549.5,212.7,0.4704,0.0987,2,1.0,0,0,38,0.4641
SM18193,pickleball,mixed_doubles,366.3,239.0,0.1379,0.3894,4,1.0,0,0,7,0.5558
SM18194,pickleball,mixed_doubles,46.2,230.4,0.0862,0.0799,4,0.5,1,1,185,0.9457
SM18195,pickleball,mixed_doubles,71.0,236.7,0.0546,0.1977,2,0.8,0,0,43,0.9448
SM18196,pickleball,mixed_doubles,152.8,284.3,0.0968,0.1433,2,1.0,0,0,12,0.8115
SM18197,pickleball,mixed_doubles,442.4,190.0,0.3014,0.2078,3,0.5,0,1,112,0.5208
SM18198,pickleball,mixed_doubles,470.5,188.9,0.3334,0.0393,3,1.0,0,0,10,0.6563
SM18199,pickleball,mixed_doubles,524.0,183.3,0.1623,0.2189,3,0.5,1,0,115,0.4421
SM18200,pickleball,mixed_doubles,150.3,172.4,0.2609,0.0035,4,0.8,2,1,48,0.7625
SM18201,pickleball,mixed_doubles,85.4,190.0,0.0301,0.213,3,1.0,0,0,22,0.9053
SM18202,pickleball,mixed_doubles,112.1,244.7,0.0023,0.2791,1,0.5,0,1,27,0.9026
SM18203,pickleball,mixed_doubles,249.3,220.1,0.0601,0.1848,4,1.0,5,0,167,0.7227
SM18204,pickleball,mixed_doubles,367.1,298.6,0.159,0.2158,5,0.8,2,0,98,0.7044
SM18205,pickleball,mixed_doubles,12.4,230.0,0.026,0.2887,4,0.5,3,1,200,0.9868
SM18206,pickleball,mixed_doubles,83.7,224.4,0.0086,0.1136,1,1.0,1,0,51,0.7347
SM18207,pickleball,mixed_doubles,156.0,210.2,0.0192,0.3224,2,0.8,1,1,30,0.7993
SM18208,pickleball,mixed_doubles,323.0,214.4,0.0766,0.1253,1,1.0,0,0,16,0.5466
SM18209,pickleball,mixed_doubles,135.1,179.8,0.0392,0.0138,4,0.8,3,0,12,0.9018
SM18210,pickleball,mixed_doubles,36.7,212.8,0.0686,0.2426,0,0.8,0,1,356,1.0
SM18211,pickleball,mixed_doubles,79.8,239.2,0.0245,0.1927,3,1.0,2,0,40,0.9009
SM18212,pickleball,mixed_doubles,274.5,211.3,0.1886,0.3173,0,0.8,0,0,75,0.6837
SM18213,pickleball,mixed_doubles,385.8,183.5,0.2784,0.0414,4,1.0,1,0,85,0.6221
SM18214,pickleball,mixed_doubles,251.1,271.3,0.0665,0.1428,1,1.0,0,1,184,0.804
SM18215,pickleball,mixed_doubles,208.1,186.6,0.0142,0.1506,4,0.8,0,0,10,0.7314
SM18216,pickleball,mixed_doubles,417.9,189.4,0.2654,0.1521,0,1.0,0,0,91,0.6337
SM18217,pickleball,mixed_doubles,465.6,190.3,0.2426,0.0975,3,0.8,0,0,57,0.4979
SM18218,pickleball,mixed_doubles,683.8,215.8,0.3648,0.0423,1,0.5,0,0,46,0.4793
SM18219,pickleball,mixed_doubles,91.7,268.2,0.045,0.0814,2,0.8,5,1,85,0.9307
SM18220,pickleball,mixed_doubles,717.8,172.8,0.378,0.0578,2,0.5,3,0,171,0.3905
SM18221,pickleball,mixed_doubles,72.0,231.2,0.0209,0.1544,4,0.5,1,1,126,0.8282
SM18222,pickleball,mixed_doubles,123.8,148.0,0.0425,0.3962,2,1.0,0,1,162,0.8964
SM18223,pickleball,mixed_doubles,96.6,176.1,0.0648,0.0103,2,0.8,2,1,44,0.9638
SM18224,pickleball,mixed_doubles,73.2,196.7,0.1624,0.0624,1,0.8,0,0,289,0.943
SM18225,pickleball,mixed_doubles,204.9,258.1,0.0757,0.0411,0,0.8,0,1,40,0.8848
SM18226,pickleball,mixed_doubles,324.3,269.7,0.1236,0.3942,1,0.2,3,1,31,0.6771
SM18227,pickleball,mixed_doubles,154.2,206.0,0.1467,0.0451,2,1.0,1,1,9,0.7884
SM18228,pickleball,mixed_doubles,248.8,176.0,0.0298,0.1154,1,1.0,5,0,66,0.6608
SM18229,pickleball,mixed_doubles,115.1,221.4,0.0755,0.261,4,0.5,2,1,74,0.9488
SM18230,pickleball,mixed_doubles,161.6,226.4,0.0073,0.2887,2,0.5,1,0,19,0.7042
SM18231,pickleball,mixed_doubles,413.6,162.8,0.3281,0.3848,0,1.0,0,0,27,0.6252
SM18232,pickleball,mixed_doubles,56.0,174.4,0.0464,0.0369,3,0.5,0,1,113,0.8921
SM18233,pickleball,mixed_doubles,28.7,221.1,0.0193,0.3475,1,0.5,0,0,150,0.9334
SM18234,pickleball,mixed_doubles,98.3,201.4,0.2277,0.1805,1,1.0,3,0,178,0.9481
SM18235,pickleball,mixed_doubles,26.2,228.3,0.0048,0.1942,4,0.8,2,0,72,0.9462
SM18236,pickleball,mixed_doubles,458.4,184.4,0.3169,0.3994,3,1.0,0,0,227,0.6077
SM18237,pickleball,mixed_doubles,509.9,177.4,0.2436,0.0289,2,0.8,3,0,193,0.5421
SM18238,pickleball,mixed_doubles,119.0,211.1,0.0227,0.2322,3,0.5,1,0,2,0.7783
SM18239,pickleball,mixed_doubles,286.5,163.9,0.1696,0.3534,2,1.0,1,0,24,0.7201
SM18240,pickleball,mixed_doubles,287.6,216.8,0.3371,0.0431,2,0.5,0,0,161,0.7205
SM18241,pickleball,mixed_doubles,403.8,199.4,0.1472,0.0581,5,1.0,0,0,1,0.5676
SM18242,pickleball,mixed_doubles,316.4,198.0,0.2179,0.1049,1,0.2,1,1,73,0.7594
SM18243,pickleball,mixed_doubles,717.2,157.6,0.3472,0.3058,1,1.0,0,0,191,0.4583
SM18244,pickleball,mixed_doubles,180.0,209.8,0.0336,0.1319,0,1.0,1,0,173,0.9089
SM18245,pickleball,mixed_doubles,93.9,164.6,0.0328,0.0698,4,0.8,3,1,21,0.8136
SM18246,pickleball,mixed_doubles,156.4,201.2,0.2378,0.2275,0,1.0,5,1,495,0.9303
SM18247,pickleball,mixed_doubles,185.3,232.5,0.1761,0.0618,1,0.8,5,0,176,0.775
SM18248,pickleball,mixed_doubles,379.0,179.8,0.239,0.042,9,1.0,0,0,241,0.7177
SM18249,pickleball,mixed_doubles,133.5,183.2,0.0838,0.012,1,0.5,0,1,27,0.7554
SM18250,pickleball,mixed_doubles,2.0,188.0,0.1212,0.159,1,1.0,0,1,146,0.9585
SM18251,pickleball,mixed_doubles,100.9,216.8,0.0531,0.0286,1,0.8,0,1,89,0.7719
SM18252,pickleball,mixed_doubles,247.1,216.5,0.0899,0.1794,1,0.2,0,1,141,0.8019
SM18253,pickleball,mixed_doubles,163.0,193.6,0.0304,0.0562,3,1.0,0,0,53,0.7541
SM18254,pickleball,mixed_doubles,140.3,231.0,0.1591,0.2247,2,0.5,1,0,4,0.7495
SM18255,pickleball,mixed_doubles,190.4,172.5,0.0617,0.0997,0,0.8,0,0,74,0.7035
SM18256,pickleball,mixed_doubles,231.8,227.4,0.1681,0.0144,2,0.5,5,0,9,0.7588
SM18257,pickleball,mixed_doubles,72.7,199.4,0.0021,0.0535,0,0.5,3,1,22,0.9443
SM18258,pickleball,mixed_doubles,5.0,134.7,0.0501,0.054,2,1.0,3,0,203,0.9507
SM18259,pickleball,mixed_doubles,193.5,247.8,0.0961,0.0994,3,1.0,5,0,189,0.7412
SM18260,pickleball,mixed_doubles,380.4,244.5,0.1101,0.0859,5,1.0,0,0,20,0.6041
SM18261,pickleball,mixed_doubles,324.0,235.4,0.2851,0.045,0,0.8,2,0,241,0.5573
SM18262,pickleball,mixed_doubles,222.9,190.9,0.1871,0.0405,0,0.5,3,1,55,0.7637
SM18263,pickleball,mixed_doubles,413.4,241.8,0.3177,0.3651,0,0.8,0,0,107,0.4863
SM18264,pickleball,mixed_doubles,459.4,196.5,0.3456,0.0324,4,0.5,2,0,102,0.5271
SM18265,pickleball,mixed_doubles,60.5,259.3,0.0044,0.0352,4,0.5,1,0,138,0.9789
SM18266,pickleball,mixed_doubles,198.0,152.3,0.2273,0.3043,1,0.8,0,0,47,0.8013
SM18267,pickleball,mixed_doubles,238.4,260.2,0.1769,0.3445,3,0.8,1,0,126,0.7323
SM18268,pickleball,mixed_doubles,358.5,207.9,0.2741,0.08,0,0.8,2,1,58,0.5915
SM18269,pickleball,mixed_doubles,348.0,230.0,0.2349,0.096,1,1.0,0,1,75,0.6613
SM18270,pickleball,mixed_doubles,287.0,240.1,0.1857,0.0974,2,0.2,0,0,200,0.832
SM18271,pickleball,mixed_doubles,317.5,175.9,0.269,0.2031,1,0.2,1,0,103,0.6746
SM18272,pickleball,mixed_doubles,31.5,199.7,0.0605,0.0905,2,0.2,5,1,21,1.0
SM18273,pickleball,mixed_doubles,440.0,196.0,0.0518,0.2702,4,0.8,0,0,157,0.5829
SM18274,pickleball,mixed_doubles,432.1,176.4,0.3072,0.0338,2,1.0,2,0,65,0.635
SM18275,pickleball,mixed_doubles,123.1,192.7,0.096,0.1726,1,0.2,1,0,108,0.8302
SM18276,pickleball,mixed_doubles,298.3,214.0,0.1702,0.0754,1,1.0,1,0,63,0.6496
SM18277,pickleball,mixed_doubles,69.3,259.2,0.0689,0.2682,2,0.5,1,1,29,0.94
SM18278,pickleball,mixed_doubles,66.9,200.4,0.0575,0.0793,1,0.2,2,0,44,0.9545
SM18279,pickleball,mixed_doubles,12.7,172.6,0.0224,0.1816,1,0.8,3,0,115,0.8543
SM18280,pickleball,mixed_doubles,401.3,225.6,0.4306,0.1174,3,0.2,1,1,63,0.4908
SM18281,pickleball,mixed_doubles,193.3,167.4,0.1739,0.0339,2,0.5,0,0,57,0.7545
SM18282,pickleball,mixed_doubles,64.3,158.9,0.0529,0.0328,2,0.5,3,0,54,0.9868
SM18283,pickleball,mixed_doubles,208.0,231.4,0.181,0.0006,2,1.0,0,0,90,0.6347
SM18284,pickleball,mixed_doubles,763.5,208.8,0.335,0.1716,0,1.0,0,0,220,0.5133
SM18285,pickleball,mixed_doubles,178.9,185.7,0.0201,0.0757,3,1.0,1,0,45,0.8572
SM18286,pickleball,mixed_doubles,120.7,232.7,0.0072,0.1026,1,1.0,0,0,1,0.8704
